date,sku_id,demand,price,promotion
5/4/2024,SKU_001,172,198.47,0
5/5/2024,SKU_001,160,200.43,0
5/6/2024,SKU_001,128,196.34,0
5/7/2024,SKU_001,135,195.28,0
5/8/2024,SKU_001,125,198.57,0
5/9/2024,SKU_001,130,197.25,0
5/10/2024,SKU_001,142,200,0
5/11/2024,SKU_001,171,193.96,0
5/12/2024,SKU_001,177,204.66,0
5/13/2024,SKU_001,119,204.81,0
5/14/2024,SKU_001,268,159.56,1
5/15/2024,SKU_007,146,201.37,0
5/16/2024,SKU_001,110,199.43,0
5/17/2024,SKU_001,127,196.73,0
5/18/2024,SKU_001,177,202.75,0
5/19/2024,SKU_001,302,161.08,1
5/20/2024,SKU_001,238,172.79,1
5/21/2024,SKU_001,127,201.21,0
5/22/2024,SKU_001,137,194.97,0
5/23/2024,SKU_001,130,203.91,0
5/24/2024,SKU_001,144,202.85,0
5/25/2024,SKU_001,191,204.37,0
5/26/2024,SKU_001,194,201.7,0
5/27/2024,SKU_001,144,200.35,0
5/28/2024,SKU_001,144,198.02,0
5/29/2024,SKU_001,141,204.17,0
5/30/2024,SKU_001,270,160.62,1
5/31/2024,SKU_001,142,203.37,0
6/1/2024,SKU_001,183,193.57,0
6/2/2024,SKU_001,200,193.34,0
6/3/2024,SKU_001,230,165.55,1
6/4/2024,SKU_001,133,197.52,0
6/5/2024,SKU_001,145,202.71,0
6/6/2024,SKU_001,129,204.82,0
6/7/2024,SKU_001,119,194.83,0
6/8/2024,SKU_001,166,200.12,0
6/9/2024,SKU_001,160,197.58,0
6/10/2024,SKU_001,130,204.61,0
6/11/2024,SKU_001,134,203.08,0
6/12/2024,SKU_001,150,203.04,0
6/13/2024,SKU_001,140,198.63,0
6/14/2024,SKU_001,135,197.98,0
6/15/2024,SKU_001,188,196.29,0
6/16/2024,SKU_001,160,193.7,0
6/17/2024,SKU_001,137,203.35,0
6/18/2024,SKU_001,142,202.74,0
6/19/2024,SKU_001,120,204.97,0
6/20/2024,SKU_001,145,204.93,0
6/21/2024,SKU_001,140,199.66,0
6/22/2024,SKU_001,172,202.21,0
6/23/2024,SKU_001,181,204.31,0
6/24/2024,SKU_001,157,203.17,0
6/25/2024,SKU_001,155,195.98,0
6/26/2024,SKU_001,154,198.41,0
6/27/2024,SKU_001,277,176.01,1
6/28/2024,SKU_001,146,194.57,0
1/1/2024,SKU_002,80,348.59,0
1/2/2024,SKU_002,76,350.94,0
1/3/2024,SKU_002,83,355.8,0
1/4/2024,SKU_002,83,345.81,0
1/5/2024,SKU_002,85,352.73,0
1/6/2024,SKU_002,96,350.38,0
1/7/2024,SKU_002,100,344.12,0
1/8/2024,SKU_002,76,356.93,0
1/9/2024,SKU_002,88,355.23,0
1/10/2024,SKU_002,81,352.32,0
1/11/2024,SKU_002,93,356.34,0
1/12/2024,SKU_002,75,356.69,0
1/13/2024,SKU_002,103,353.36,0
1/14/2024,SKU_002,93,356.06,0
1/15/2024,SKU_002,76,353.14,0
1/16/2024,SKU_002,77,352.77,0
1/17/2024,SKU_002,79,351.48,0
1/18/2024,SKU_002,83,354.29,0
1/19/2024,SKU_002,86,341.85,0
1/20/2024,SKU_002,88,356.98,0
1/21/2024,SKU_002,92,356.79,0
1/22/2024,SKU_002,97,339.14,0
1/23/2024,SKU_002,91,355.82,0
1/24/2024,SKU_002,138,309.29,1
1/25/2024,SKU_002,92,341.23,0
1/26/2024,SKU_002,91,345.55,0
1/27/2024,SKU_002,106,354.1,0
1/28/2024,SKU_002,170,307.45,1
1/29/2024,SKU_002,90,341.9,0
1/30/2024,SKU_002,78,355.66,0
1/31/2024,SKU_002,91,355.95,0
2/1/2024,SKU_002,86,349.16,0
2/2/2024,SKU_002,81,338.66,0
2/3/2024,SKU_002,106,344.54,0
2/4/2024,SKU_002,160,302.07,1
2/5/2024,SKU_002,73,351.45,0
2/6/2024,SKU_002,82,359.08,0
2/7/2024,SKU_002,154,298.42,1
2/8/2024,SKU_002,93,351.76,0
2/9/2024,SKU_002,81,343.97,0
2/10/2024,SKU_002,101,351.81,0
2/11/2024,SKU_002,95,349.84,0
2/12/2024,SKU_002,81,354.86,0
2/13/2024,SKU_002,90,340.77,0
2/14/2024,SKU_002,162,282.24,1
2/15/2024,SKU_002,136,293.46,1
2/16/2024,SKU_002,92,354.47,0
2/17/2024,SKU_002,104,349.86,0
2/18/2024,SKU_002,177,292.21,1
2/19/2024,SKU_002,84,358.7,0
2/20/2024,SKU_002,87,345.69,0
2/21/2024,SKU_002,155,288.27,1
2/22/2024,SKU_002,79,351.78,0
2/23/2024,SKU_002,78,358.05,0
2/24/2024,SKU_002,98,340.68,0
2/25/2024,SKU_002,111,358.16,0
2/26/2024,SKU_002,95,352.93,0
2/27/2024,SKU_002,92,339.95,0
2/28/2024,SKU_002,98,344.83,0
2/29/2024,SKU_002,73,353.36,0
3/1/2024,SKU_002,93,339.94,0
3/2/2024,SKU_002,85,350.72,0
3/3/2024,SKU_002,95,345.77,0
3/4/2024,SKU_002,143,304.45,1
3/5/2024,SKU_002,76,351.53,0
3/6/2024,SKU_002,94,339.49,0
3/7/2024,SKU_002,80,356.78,0
3/8/2024,SKU_002,85,358.91,0
3/9/2024,SKU_002,95,358.82,0
3/10/2024,SKU_002,99,354.23,0
3/11/2024,SKU_002,87,341.25,0
3/12/2024,SKU_002,76,354.41,0
3/13/2024,SKU_002,93,339.04,0
3/14/2024,SKU_002,84,338.99,0
3/15/2024,SKU_002,131,296.51,1
3/16/2024,SKU_002,96,345.31,0
3/17/2024,SKU_002,108,348.76,0
3/18/2024,SKU_002,90,354.66,0
3/19/2024,SKU_002,82,352.84,0
3/20/2024,SKU_002,83,347.87,0
3/21/2024,SKU_002,84,344.26,0
3/22/2024,SKU_002,185,282.03,1
3/23/2024,SKU_002,98,359.41,0
3/24/2024,SKU_002,102,347.45,0
3/25/2024,SKU_002,101,347.98,0
3/26/2024,SKU_002,184,286.88,1
3/27/2024,SKU_002,94,341.96,0
3/28/2024,SKU_002,92,355.17,0
3/29/2024,SKU_002,93,353.06,0
3/30/2024,SKU_002,110,343.15,0
3/31/2024,SKU_002,116,340.26,0
4/1/2024,SKU_002,86,352.78,0
4/2/2024,SKU_002,90,352.24,0
4/3/2024,SKU_002,87,344.25,0
4/4/2024,SKU_002,85,358.44,0
4/5/2024,SKU_002,75,341.69,0
4/6/2024,SKU_002,106,347.58,0
4/7/2024,SKU_002,100,358.29,0
4/8/2024,SKU_002,93,347.32,0
4/9/2024,SKU_002,68,351.9,0
4/10/2024,SKU_002,100,346.86,0
4/11/2024,SKU_002,87,344.27,0
4/12/2024,SKU_002,92,359.13,0
4/13/2024,SKU_002,94,347.1,0
4/14/2024,SKU_002,102,357.25,0
4/15/2024,SKU_002,81,343.35,0
4/16/2024,SKU_002,84,342.99,0
4/17/2024,SKU_002,150,303.05,1
4/18/2024,SKU_002,88,339.18,0
4/19/2024,SKU_002,88,352.18,0
4/20/2024,SKU_002,107,346.25,0
4/21/2024,SKU_002,102,356.63,0
4/22/2024,SKU_002,89,348.44,0
4/23/2024,SKU_002,88,358.8,0
4/24/2024,SKU_002,104,342.41,0
4/25/2024,SKU_002,94,356.72,0
4/26/2024,SKU_002,97,354.79,0
4/27/2024,SKU_002,116,354.67,0
4/28/2024,SKU_002,116,356.22,0
4/29/2024,SKU_002,103,354.47,0
4/30/2024,SKU_002,100,351.64,0
5/1/2024,SKU_002,82,341.28,0
5/2/2024,SKU_002,101,339.21,0
5/3/2024,SKU_002,79,357.81,0
5/4/2024,SKU_002,103,351.44,0
5/5/2024,SKU_002,95,355.21,0
5/6/2024,SKU_002,88,348.61,0
5/7/2024,SKU_002,92,340.99,0
5/8/2024,SKU_002,92,341.15,0
5/9/2024,SKU_002,91,352.89,0
5/10/2024,SKU_002,99,347.54,0
5/11/2024,SKU_002,106,342.73,0
5/12/2024,SKU_002,101,348.82,0
5/13/2024,SKU_002,97,339.87,0
5/14/2024,SKU_002,96,350.72,0
5/15/2024,SKU_002,82,344.16,0
5/16/2024,SKU_002,92,355.23,0
5/17/2024,SKU_002,94,345.03,0
5/18/2024,SKU_002,101,348.06,0
5/19/2024,SKU_002,114,338.77,0
5/20/2024,SKU_002,90,340.05,0
5/21/2024,SKU_002,91,346.75,0
5/22/2024,SKU_002,88,348.58,0
5/23/2024,SKU_002,89,351.09,0
5/24/2024,SKU_002,84,344.64,0
5/25/2024,SKU_002,103,353.08,0
5/26/2024,SKU_002,122,356.54,0
5/27/2024,SKU_002,92,354.86,0
5/28/2024,SKU_002,95,339.36,0
5/29/2024,SKU_002,85,348.59,0
5/30/2024,SKU_002,97,340.73,0
5/31/2024,SKU_002,92,343.6,0
6/1/2024,SKU_002,112,359.19,0
6/2/2024,SKU_002,112,341.51,0
6/3/2024,SKU_002,86,348.98,0
6/4/2024,SKU_002,171,281.86,1
6/5/2024,SKU_002,96,351.47,0
6/6/2024,SKU_002,88,353.24,0
6/7/2024,SKU_002,74,350.25,0
6/8/2024,SKU_002,121,338.73,0
6/9/2024,SKU_002,96,345.37,0
6/10/2024,SKU_002,80,349.37,0
6/11/2024,SKU_002,99,340.37,0
6/12/2024,SKU_002,107,345.87,0
6/13/2024,SKU_002,102,339.23,0
6/14/2024,SKU_002,97,340.18,0
6/15/2024,SKU_002,109,346.84,0
6/16/2024,SKU_002,112,341.31,0
6/17/2024,SKU_002,96,350.41,0
6/18/2024,SKU_002,92,352.97,0
6/19/2024,SKU_002,149,308.91,1
6/20/2024,SKU_002,90,355.29,0
6/21/2024,SKU_002,88,342.72,0
6/22/2024,SKU_002,105,342.04,0
6/23/2024,SKU_002,97,340.72,0
6/24/2024,SKU_002,173,296.48,1
6/25/2024,SKU_002,94,351.86,0
6/26/2024,SKU_002,93,353.32,0
6/27/2024,SKU_002,105,339.19,0
6/28/2024,SKU_002,108,358.13,0
1/1/2024,SKU_003,204,97.97,0
1/2/2024,SKU_003,230,96.91,0
1/3/2024,SKU_003,207,97.85,0
1/4/2024,SKU_003,193,101.24,0
1/5/2024,SKU_003,191,101.95,0
1/6/2024,SKU_003,238,98.22,0
1/7/2024,SKU_003,276,98.69,0
1/8/2024,SKU_003,198,100.32,0
1/9/2024,SKU_003,195,101.29,0
1/10/2024,SKU_003,252,99.55,0
1/11/2024,SKU_003,208,98.36,0
1/12/2024,SKU_003,191,98.48,0
1/13/2024,SKU_003,253,100.16,0
1/14/2024,SKU_003,288,96.05,0
1/15/2024,SKU_003,387,80.18,1
1/16/2024,SKU_003,178,99.71,0
1/17/2024,SKU_003,219,98.14,0
1/18/2024,SKU_003,189,100.75,0
1/19/2024,SKU_003,237,96.58,0
1/20/2024,SKU_003,280,99.52,0
1/21/2024,SKU_003,446,83.17,1
1/22/2024,SKU_003,224,98.89,0
1/23/2024,SKU_003,203,99.85,0
1/24/2024,SKU_003,222,96.42,0
1/25/2024,SKU_003,231,99.48,0
1/26/2024,SKU_003,210,99.37,0
1/27/2024,SKU_003,281,99.36,0
1/28/2024,SKU_003,308,99.61,0
1/29/2024,SKU_003,218,100.05,0
1/30/2024,SKU_003,374,87.12,1
1/31/2024,SKU_003,207,100.81,0
2/1/2024,SKU_003,214,97.63,0
2/2/2024,SKU_003,235,100.93,0
2/3/2024,SKU_003,250,98.99,0
2/4/2024,SKU_003,273,96.49,0
2/5/2024,SKU_003,233,96.38,0
2/6/2024,SKU_003,206,98.02,0
2/7/2024,SKU_003,211,100.69,0
2/8/2024,SKU_003,187,100.23,0
2/9/2024,SKU_003,211,100.71,0
2/10/2024,SKU_003,265,99.1,0
2/11/2024,SKU_003,285,98.64,0
2/12/2024,SKU_003,230,96.91,0
2/13/2024,SKU_003,250,97.98,0
2/14/2024,SKU_003,217,98.61,0
2/15/2024,SKU_003,217,96.56,0
2/16/2024,SKU_003,214,97.34,0
2/17/2024,SKU_003,263,99.58,0
2/18/2024,SKU_003,273,100.4,0
2/19/2024,SKU_003,199,101.96,0
2/20/2024,SKU_003,207,101.57,0
2/21/2024,SKU_003,228,99.85,0
2/22/2024,SKU_003,193,98.53,0
2/23/2024,SKU_003,226,99.81,0
2/24/2024,SKU_003,481,81.22,1
2/25/2024,SKU_003,293,100.7,0
2/26/2024,SKU_003,201,96.73,0
2/27/2024,SKU_003,222,98.46,0
2/28/2024,SKU_003,248,101.02,0
2/29/2024,SKU_003,232,98.31,0
3/1/2024,SKU_003,193,99.43,0
3/2/2024,SKU_003,498,84.7,1
3/3/2024,SKU_003,286,99.52,0
3/4/2024,SKU_003,223,97.13,0
3/5/2024,SKU_003,208,98.18,0
3/6/2024,SKU_003,207,98.02,0
3/7/2024,SKU_003,210,96.19,0
3/8/2024,SKU_003,201,96.17,0
3/9/2024,SKU_003,296,100.97,0
3/10/2024,SKU_003,273,97.65,0
3/11/2024,SKU_003,231,99.11,0
3/12/2024,SKU_003,238,97.8,0
3/13/2024,SKU_003,224,101.62,0
3/14/2024,SKU_003,208,97.57,0
3/15/2024,SKU_003,220,98.58,0
3/16/2024,SKU_003,271,101.21,0
3/17/2024,SKU_003,258,101.03,0
3/18/2024,SKU_003,221,97.14,0
3/19/2024,SKU_003,191,100.8,0
3/20/2024,SKU_003,233,98.75,0
3/21/2024,SKU_003,206,98.9,0
3/22/2024,SKU_003,221,96.82,0
3/23/2024,SKU_003,288,96.51,0
3/24/2024,SKU_003,271,100.35,0
3/25/2024,SKU_003,245,98.98,0
3/26/2024,SKU_003,229,98.62,0
3/27/2024,SKU_003,438,86.46,1
3/28/2024,SKU_003,212,100.36,0
3/29/2024,SKU_003,235,100.58,0
3/30/2024,SKU_003,343,96.97,0
3/31/2024,SKU_003,290,99.65,0
4/1/2024,SKU_003,208,96.83,0
4/2/2024,SKU_003,221,100.49,0
4/3/2024,SKU_003,365,85.3,1
4/4/2024,SKU_003,220,99.93,0
4/5/2024,SKU_003,219,101.71,0
4/6/2024,SKU_003,297,96.44,0
4/7/2024,SKU_003,305,96.37,0
4/8/2024,SKU_003,225,97.71,0
4/9/2024,SKU_003,215,97.58,0
4/10/2024,SKU_003,230,97.5,0
4/11/2024,SKU_003,243,101.41,0
4/12/2024,SKU_003,218,97.51,0
4/13/2024,SKU_003,270,97.65,0
4/14/2024,SKU_003,490,81.06,1
4/15/2024,SKU_003,213,100.54,0
4/16/2024,SKU_003,184,98.7,0
4/17/2024,SKU_003,229,100.64,0
4/18/2024,SKU_003,391,82.72,1
4/19/2024,SKU_003,365,86.96,1
4/20/2024,SKU_003,295,96.42,0
4/21/2024,SKU_003,287,98.93,0
4/22/2024,SKU_003,235,96.23,0
4/23/2024,SKU_003,217,96.4,0
4/24/2024,SKU_003,223,101.41,0
4/25/2024,SKU_003,241,96.86,0
4/26/2024,SKU_003,253,99.19,0
4/27/2024,SKU_003,325,98.47,0
4/28/2024,SKU_003,302,98.09,0
4/29/2024,SKU_003,255,101.38,0
4/30/2024,SKU_003,239,96.16,0
5/1/2024,SKU_003,231,99.97,0
5/2/2024,SKU_003,222,101.75,0
5/3/2024,SKU_003,249,99.36,0
5/4/2024,SKU_003,278,101.59,0
5/5/2024,SKU_003,514,84.69,1
5/6/2024,SKU_003,226,96.34,0
5/7/2024,SKU_003,217,98.52,0
5/8/2024,SKU_003,237,97.58,0
5/9/2024,SKU_003,193,100.37,0
5/10/2024,SKU_003,200,101.86,0
5/11/2024,SKU_003,275,97.55,0
5/12/2024,SKU_003,544,79.25,1
5/13/2024,SKU_003,248,99.92,0
5/14/2024,SKU_003,414,86.73,1
5/15/2024,SKU_003,223,97.21,0
5/16/2024,SKU_003,223,99.39,0
5/17/2024,SKU_003,406,79.55,1
5/18/2024,SKU_003,276,98.79,0
5/19/2024,SKU_003,288,101.8,0
5/20/2024,SKU_003,238,99.64,0
5/21/2024,SKU_003,233,98.11,0
5/22/2024,SKU_003,231,96.71,0
5/23/2024,SKU_003,244,96.93,0
5/24/2024,SKU_003,184,97.37,0
5/25/2024,SKU_003,335,97.52,0
5/26/2024,SKU_003,305,101.08,0
5/27/2024,SKU_003,217,99.36,0
5/28/2024,SKU_003,255,99.14,0
5/29/2024,SKU_003,274,96.71,0
5/30/2024,SKU_003,241,101.14,0
5/31/2024,SKU_003,456,86.58,1
6/1/2024,SKU_003,316,100.32,0
6/2/2024,SKU_003,321,96.43,0
6/3/2024,SKU_003,250,100.23,0
6/4/2024,SKU_003,237,99.26,0
6/5/2024,SKU_003,376,81.2,1
6/6/2024,SKU_003,205,96.52,0
6/7/2024,SKU_003,223,98.75,0
6/8/2024,SKU_003,281,98.91,0
6/9/2024,SKU_003,334,97.01,0
6/10/2024,SKU_003,219,101.65,0
6/11/2024,SKU_003,225,101.08,0
6/12/2024,SKU_003,234,100,0
6/13/2024,SKU_003,229,98.78,0
6/14/2024,SKU_003,256,98.48,0
6/15/2024,SKU_003,284,99.9,0
6/16/2024,SKU_003,299,99.27,0
6/17/2024,SKU_003,359,88.68,1
6/18/2024,SKU_003,212,96.4,0
6/19/2024,SKU_003,414,82.84,1
6/20/2024,SKU_003,228,99.07,0
6/21/2024,SKU_003,219,100.82,0
6/22/2024,SKU_003,287,98.76,0
6/23/2024,SKU_003,282,96.34,0
6/24/2024,SKU_003,225,100.7,0
6/25/2024,SKU_003,232,97.23,0
6/26/2024,SKU_003,268,97.57,0
6/27/2024,SKU_003,258,97.01,0
6/28/2024,SKU_003,232,97.99,0
1/1/2024,SKU_004,47,910.5,0
1/2/2024,SKU_004,45,882.78,0
1/3/2024,SKU_004,42,920.05,0
1/4/2024,SKU_004,50,887.53,0
1/5/2024,SKU_004,51,891.87,0
1/6/2024,SKU_004,51,875.16,0
1/7/2024,SKU_004,46,878.04,0
1/8/2024,SKU_004,49,899.86,0
1/9/2024,SKU_004,43,886.46,0
1/10/2024,SKU_004,47,917.1,0
1/11/2024,SKU_004,70,788.2,1
1/12/2024,SKU_004,50,872.82,0
1/13/2024,SKU_004,48,892.48,0
1/14/2024,SKU_004,55,890.23,0
1/15/2024,SKU_004,47,873.07,0
1/16/2024,SKU_004,43,878.74,0
1/17/2024,SKU_004,44,894.34,0
1/18/2024,SKU_004,48,898.62,0
1/19/2024,SKU_004,46,893.84,0
1/20/2024,SKU_004,55,900.67,0
1/21/2024,SKU_004,101,756.64,1
1/22/2024,SKU_004,40,904.13,0
1/23/2024,SKU_004,53,872.57,0
1/24/2024,SKU_004,46,897.06,0
1/25/2024,SKU_004,46,924,0
1/26/2024,SKU_004,46,900.03,0
1/27/2024,SKU_004,105,793.11,1
1/28/2024,SKU_004,61,908.58,0
1/29/2024,SKU_004,51,888.85,0
1/30/2024,SKU_004,55,913.78,0
1/31/2024,SKU_004,45,913.72,0
2/1/2024,SKU_004,73,795.65,1
2/2/2024,SKU_004,42,900.15,0
2/3/2024,SKU_004,53,924.68,0
2/4/2024,SKU_004,57,878.8,0
2/5/2024,SKU_004,46,872.94,0
2/6/2024,SKU_004,36,913.57,0
2/7/2024,SKU_004,46,915.57,0
2/8/2024,SKU_004,49,878.51,0
2/9/2024,SKU_004,48,886.36,0
2/10/2024,SKU_004,59,872.98,0
2/11/2024,SKU_004,50,887.85,0
2/12/2024,SKU_004,48,913.73,0
2/13/2024,SKU_004,51,899.97,0
2/14/2024,SKU_004,41,890.81,0
2/15/2024,SKU_004,48,892.08,0
2/16/2024,SKU_004,46,872.1,0
2/17/2024,SKU_004,54,888.2,0
2/18/2024,SKU_004,55,906.9,0
2/19/2024,SKU_004,44,924.58,0
2/20/2024,SKU_004,88,738.26,1
2/21/2024,SKU_004,46,917.72,0
2/22/2024,SKU_004,44,873.3,0
2/23/2024,SKU_004,42,920.5,0
2/24/2024,SKU_004,56,914.28,0
2/25/2024,SKU_004,55,914.12,0
2/26/2024,SKU_004,54,896.73,0
2/27/2024,SKU_004,98,778.3,1
2/28/2024,SKU_004,46,893.5,0
2/29/2024,SKU_004,50,888.37,0
3/1/2024,SKU_004,53,875.57,0
3/2/2024,SKU_004,52,884.34,0
3/3/2024,SKU_004,99,761.66,1
3/4/2024,SKU_004,50,885.33,0
3/5/2024,SKU_004,50,898.14,0
3/6/2024,SKU_004,46,912.35,0
3/7/2024,SKU_004,45,897.59,0
3/8/2024,SKU_004,54,875.15,0
3/9/2024,SKU_004,60,923.69,0
3/10/2024,SKU_004,57,922.88,0
3/11/2024,SKU_004,47,914.38,0
3/12/2024,SKU_004,44,925.5,0
3/13/2024,SKU_004,45,901.4,0
3/14/2024,SKU_004,49,923.96,0
3/15/2024,SKU_004,50,876.11,0
3/16/2024,SKU_004,60,891.75,0
3/17/2024,SKU_004,58,884.19,0
3/18/2024,SKU_004,43,882.59,0
3/19/2024,SKU_004,53,879.62,0
3/20/2024,SKU_004,44,905.6,0
3/21/2024,SKU_004,46,914.17,0
3/22/2024,SKU_004,49,903.22,0
3/23/2024,SKU_004,63,879.96,0
3/24/2024,SKU_004,66,915.78,0
3/25/2024,SKU_004,55,906.33,0
3/26/2024,SKU_004,53,892.97,0
3/27/2024,SKU_004,55,908.39,0
3/28/2024,SKU_004,57,886.05,0
3/29/2024,SKU_004,82,798.33,1
3/30/2024,SKU_004,68,890.65,0
3/31/2024,SKU_004,61,921.52,0
4/1/2024,SKU_004,51,887.7,0
4/2/2024,SKU_004,51,897.38,0
4/3/2024,SKU_004,49,920.04,0
4/4/2024,SKU_004,51,910.2,0
4/5/2024,SKU_004,47,875.39,0
4/6/2024,SKU_004,55,879.98,0
4/7/2024,SKU_004,53,872.45,0
4/8/2024,SKU_004,50,906.06,0
4/9/2024,SKU_004,52,896.18,0
4/10/2024,SKU_004,51,879.27,0
4/11/2024,SKU_004,54,923.7,0
4/12/2024,SKU_004,49,900.6,0
4/13/2024,SKU_004,59,885.08,0
4/14/2024,SKU_004,52,899.03,0
4/15/2024,SKU_004,47,908.69,0
4/16/2024,SKU_004,53,876.14,0
4/17/2024,SKU_004,53,886.85,0
4/18/2024,SKU_004,47,915.56,0
4/19/2024,SKU_004,49,896.82,0
4/20/2024,SKU_004,51,901.51,0
4/21/2024,SKU_004,55,895.38,0
4/22/2024,SKU_004,54,874.4,0
4/23/2024,SKU_004,52,880.97,0
4/24/2024,SKU_004,87,738.6,1
4/25/2024,SKU_004,55,896.06,0
4/26/2024,SKU_004,55,883.31,0
4/27/2024,SKU_004,62,874.73,0
4/28/2024,SKU_004,64,917.54,0
4/29/2024,SKU_004,55,924.96,0
4/30/2024,SKU_004,55,914.81,0
5/1/2024,SKU_004,89,780.14,1
5/2/2024,SKU_004,41,918.08,0
5/3/2024,SKU_004,54,885.08,0
5/4/2024,SKU_004,54,923.85,0
